temp,hr,spo2,gsr,label
37.85,117,92,1661,Moderate
39.39,146,86,3143,Critical
40.46,154,87,2934,Critical
39.95,146,84,2846,Critical
38.2,129,90,2215,High
38.84,121,90,2319,High
36.51,75,95,921,Normal
37.8,103,92,1865,Moderate
36.12,75,95,835,Normal
37.18,68,95,1291,Normal
39.56,145,78,2857,Critical
37.15,92,96,1024,Normal
38.91,137,91,2543,High
37.46,69,97,1168,Normal
37.82,107,93,1691,Moderate
37.75,104,92,1407,Moderate
38.96,139,91,2017,High
38.93,121,91,2378,High
40.05,143,81,2973,Critical
37.69,107,93,1448,Moderate
40.19,162,86,2843,Critical
36.27,72,99,989,Normal
40.14,168,78,2799,Critical
37.95,110,93,1669,Moderate
36.9,64,100,1159,Normal
37.12,69,100,1017,Normal
38.51,128,90,2103,High
39.63,151,77,2940,Critical
37.68,111,92,1688,Moderate
38.86,137,89,2541,High
39.46,142,88,3091,Critical
39.19,146,85,2915,Critical
37.93,115,93,1776,Moderate
37.98,111,93,1691,Moderate
36.39,91,95,891,Normal
37.63,111,94,1580,Moderate
37.13,100,97,1136,Normal
38.98,134,91,2279,High
37.86,119,94,1711,Moderate
37.89,116,92,1471,Moderate
37.47,95,95,1019,Normal
40.03,146,83,3120,Critical
37.87,101,92,1874,Moderate
40.04,155,76,2779,Critical
37.3,89,100,840,Normal
40.26,143,75,3110,Critical
36.49,63,96,877,Normal
38.76,136,91,2254,High
36.78,69,98,1220,Normal
40.23,161,79,2734,Critical
40.22,149,81,2749,Critical
39.16,147,83,2944,Critical
40.22,169,79,2927,Critical
40.07,161,77,2925,Critical
38.21,138,91,2103,High
40.18,152,86,2773,Critical
40.22,159,82,2886,Critical
36.96,91,95,1203,Normal
39.6,169,78,3153,Critical
38.7,138,91,2507,High
36.22,85,99,973,Normal
40.37,148,75,3021,Critical
37.97,109,94,1595,Moderate
37.31,87,95,1241,Normal
36.63,84,96,1004,Normal
37.6,109,93,1596,Moderate
36.16,75,100,1106,Normal
36.23,61,96,1068,Normal
39.66,157,84,2896,Critical
37.74,120,94,1602,Moderate
39.76,150,79,2866,Critical
38.66,128,89,2115,High
37.83,109,92,1711,Moderate
36.78,65,100,1296,Normal
40.18,169,83,2716,Critical
38.55,126,89,2384,High
40.2,141,87,2764,Critical
37.38,81,100,1011,Normal
38.52,139,89,2552,High
37.64,107,92,1853,Moderate
37.63,119,94,1786,Moderate
37.79,111,94,1496,Moderate
40.31,158,79,2982,Critical
38.45,133,90,2141,High
37.79,119,93,1595,Moderate
37.68,106,94,1879,Moderate
38.63,140,90,2244,High
37.9,117,92,1749,Moderate
37.99,109,93,1703,Moderate
39.19,162,80,2890,Critical
38.31,125,90,2187,High
36.16,89,95,867,Normal
37.84,107,94,1714,Moderate
37.95,112,94,1857,Moderate
37.77,106,94,1869,Moderate
37.8,106,92,1463,Moderate
40.29,142,81,2767,Critical
37.85,110,94,1851,Moderate
39.72,167,87,3058,Critical
36.14,87,96,1145,Normal
38.96,136,89,2019,High
37.74,114,93,1697,Moderate
37.38,90,98,848,Normal
40.38,144,81,2935,Critical
36.26,78,95,891,Normal
38.73,138,89,2388,High
40.23,167,84,2804,Critical
37.25,64,95,1088,Normal
37.96,109,93,1578,Moderate
38.75,128,90,2311,High
38.75,121,89,2412,High
37.62,119,93,1594,Moderate
38.76,125,91,2093,High
37.66,108,94,1669,Moderate
39.95,156,85,3158,Critical
36.71,62,99,1109,Normal
38.15,128,90,2347,High
38.89,131,89,2263,High
37.84,104,94,1693,Moderate
39.48,146,82,3045,Critical
36.3,89,98,969,Normal
36.99,80,97,1136,Normal
36.16,99,95,1008,Normal
36.29,67,99,824,Normal
38.84,136,90,2197,High
38.8,128,90,2575,High
38.69,134,89,2545,High
37.75,115,93,1462,Moderate
37.46,64,98,811,Normal
36.79,61,96,1033,Normal
38.54,129,89,2036,High
36.69,92,98,928,Normal
38.48,140,91,2400,High
37.45,83,97,823,Normal
37.73,111,92,1731,Moderate
38.23,129,91,2249,High
39.69,146,75,3047,Critical
37.88,101,92,1506,Moderate
39.6,152,77,2977,Critical
36.9,65,100,1113,Normal
37.72,107,93,1669,Moderate
36.2,94,100,1002,Normal
37.09,98,97,1216,Normal
37.85,101,93,1462,Moderate
38.92,122,90,2294,High
37.93,119,93,1798,Moderate
39.86,154,76,3096,Critical
37.91,108,93,1804,Moderate
38.55,135,90,2522,High
39.77,161,81,2830,Critical
38.11,124,90,2228,High
37.25,60,95,832,Normal
39.78,160,84,2873,Critical
36.24,91,100,1236,Normal
37.86,116,92,1543,Moderate
38.64,132,89,2107,High
37.1,98,98,1131,Normal
39.88,168,88,3028,Critical
39.12,162,88,2710,Critical
37.71,101,94,1537,Moderate
36.41,68,99,1071,Normal
37.73,110,94,1688,Moderate
37.71,111,94,1495,Moderate
38.8,128,91,2568,High
36.92,89,99,1129,Normal
36.47,69,98,827,Normal
36.02,63,100,1235,Normal
37.83,118,93,1714,Moderate
40.15,168,86,2741,Critical
37.76,107,92,1742,Moderate
37.29,79,95,807,Normal
39.99,151,84,3137,Critical
37.63,111,94,1664,Moderate
38.99,121,91,2559,High
38.72,129,90,2430,High
38.38,123,91,2336,High
38.77,125,89,2338,High
38.71,131,91,2412,High
38.92,138,91,2217,High
40.08,159,86,3058,Critical
38.24,134,90,2184,High
37.98,109,93,1786,Moderate
38.53,122,91,2568,High
36.3,73,97,907,Normal
38.27,133,90,2397,High
38.46,129,90,2216,High
40.4,142,78,2791,Critical
36.96,83,97,1065,Normal
37.62,101,93,1548,Moderate
39.4,145,81,2995,Critical
38.67,140,90,2443,High
38.23,133,89,2374,High
38.6,124,90,2133,High
38.77,140,90,2480,High
38.81,132,90,2173,High
37.66,105,93,1532,Moderate
39.77,157,78,2854,Critical
36.31,72,95,956,Normal
38.29,134,90,2145,High
37.99,111,93,1826,Moderate
36.5,94,98,1116,Normal
37.01,87,96,923,Normal
37.77,109,92,1478,Moderate
36.42,73,95,1187,Normal
38.39,128,90,2372,High
37.41,81,99,1052,Normal
39.34,168,75,2866,Critical
39.67,153,76,2995,Critical
37.99,116,94,1763,Moderate
37.98,109,92,1729,Moderate
36.48,96,98,1145,Normal
38.76,139,89,2427,High
38.15,123,89,2559,High
37.06,85,98,802,Normal
36.75,99,98,1099,Normal
38.97,138,89,2198,High
37.75,103,93,1626,Moderate
38.25,137,89,2084,High
39.37,167,75,2835,Critical
37.34,82,98,984,Normal
37.96,110,92,1870,Moderate
37.67,110,93,1875,Moderate
37.92,104,93,1635,Moderate
37.6,104,93,1722,Moderate
37.64,102,92,1435,Moderate
36.79,88,97,1159,Normal
36.93,62,95,824,Normal
40.24,166,84,3067,Critical
38.0,105,92,1433,Moderate
37.97,107,92,1517,Moderate
40.16,149,78,3062,Critical
38.26,132,90,2178,High
39.12,163,84,3179,Critical
37.43,80,99,1233,Normal
38.45,132,91,2383,High
36.36,98,97,1116,Normal
36.27,75,95,1115,Normal
40.39,169,77,2902,Critical
38.78,139,90,2413,High
37.94,104,92,1688,Moderate
37.95,106,94,1650,Moderate
37.83,110,92,1786,Moderate
39.98,146,79,2833,Critical
36.02,76,98,1290,Normal
37.2,77,96,1039,Normal
37.64,107,94,1508,Moderate
40.49,167,78,3023,Critical
38.35,129,90,2550,High
36.93,72,95,1244,Normal
36.68,63,100,1071,Normal
38.49,122,89,2452,High
40.48,148,83,3060,Critical
36.27,98,99,1197,Normal
37.8,105,94,1541,Moderate
38.7,124,91,2539,High
37.1,74,96,807,Normal
38.34,134,91,2454,High
36.05,73,100,1148,Normal
36.33,68,98,933,Normal
38.92,121,91,2211,High
37.78,116,92,1525,Moderate
38.6,134,89,2252,High
39.1,170,84,2704,Critical
37.45,64,99,1294,Normal
37.88,118,93,1573,Moderate
40.47,145,85,3001,Critical
36.01,85,95,1285,Normal
38.7,131,90,2404,High
37.93,102,93,1813,Moderate
38.75,136,89,2409,High
37.94,106,94,1772,Moderate
40.09,165,76,3056,Critical
40.24,164,81,3094,Critical
37.72,102,93,1768,Moderate
36.68,99,95,1243,Normal
36.2,74,95,1011,Normal
40.14,154,79,2849,Critical
36.24,70,99,1059,Normal
37.37,90,99,919,Normal
36.06,67,96,1018,Normal
37.65,105,94,1616,Moderate
37.16,87,98,909,Normal
38.4,122,89,2319,High
39.18,150,86,2980,Critical
36.38,94,95,1068,Normal
40.09,142,78,3007,Critical
37.78,114,92,1861,Moderate
40.0,145,79,2942,Critical
37.98,108,94,1610,Moderate
37.66,115,93,1462,Moderate
40.12,166,84,3152,Critical
36.49,100,100,851,Normal
36.28,67,97,867,Normal
36.79,95,96,1237,Normal
36.0,65,98,1164,Normal
38.57,134,89,2371,High
37.85,105,93,1839,Moderate
38.23,134,90,2463,High
38.24,121,89,2072,High
38.73,140,90,2291,High
40.41,148,80,3159,Critical
37.62,101,94,1777,Moderate
38.29,132,91,2006,High
38.54,138,90,2526,High
40.39,157,85,2931,Critical
36.34,70,99,997,Normal
37.85,105,94,1688,Moderate
38.25,135,89,2374,High
38.87,138,89,2357,High
39.45,169,85,2789,Critical
37.68,115,92,1883,Moderate
37.66,117,94,1592,Moderate
37.88,112,93,1759,Moderate
38.94,137,90,2464,High
40.12,170,77,3076,Critical
38.29,139,91,2463,High
37.38,82,100,1143,Normal
39.1,163,78,2895,Critical
37.65,106,94,1649,Moderate
37.69,104,92,1643,Moderate
36.85,67,99,824,Normal
38.28,121,90,2539,High
37.82,113,93,1703,Moderate
36.09,99,96,842,Normal
38.61,129,89,2317,High
37.25,61,98,872,Normal
37.72,115,94,1762,Moderate
37.9,112,93,1836,Moderate
37.45,94,99,868,Normal
38.26,136,90,2429,High
37.34,83,100,902,Normal
37.92,120,94,1891,Moderate
37.27,62,99,837,Normal
40.37,152,81,3054,Critical
37.98,119,92,1860,Moderate
38.69,122,90,2123,High
39.85,161,76,2908,Critical
36.19,72,100,1126,Normal
39.73,150,80,2934,Critical
37.8,118,93,1855,Moderate
37.85,110,93,1758,Moderate
37.9,115,94,1718,Moderate
39.7,160,84,2854,Critical
39.94,157,76,2909,Critical
38.3,138,89,2403,High
37.01,96,97,1262,Normal
37.93,105,94,1434,Moderate
40.22,164,87,3131,Critical
37.69,117,94,1889,Moderate
38.51,135,90,2220,High
38.14,125,90,2520,High
40.05,151,88,3038,Critical
37.33,85,99,1044,Normal
37.64,120,93,1806,Moderate
37.69,103,93,1720,Moderate
37.99,119,92,1717,Moderate
37.39,90,96,1288,Normal
37.94,102,93,1503,Moderate
38.9,140,89,2022,High
37.98,107,92,1566,Moderate
38.59,122,90,2350,High
37.78,113,94,1426,Moderate
37.37,76,99,1142,Normal
38.15,131,91,2590,High
40.27,144,83,2917,Critical
36.95,83,98,981,Normal
38.44,138,89,2430,High
39.76,153,88,2712,Critical
36.46,63,99,1236,Normal
40.16,160,83,3093,Critical
37.9,119,93,1599,Moderate
36.36,90,100,977,Normal
37.98,116,93,1645,Moderate
36.99,62,96,940,Normal
37.85,110,94,1587,Moderate
36.34,99,100,1289,Normal
38.59,131,89,2189,High
37.42,87,99,1291,Normal
40.23,154,75,2770,Critical
38.52,123,91,2384,High
38.35,131,89,2218,High
39.68,150,88,3044,Critical
37.88,118,92,1708,Moderate
38.38,133,90,2234,High
38.23,128,91,2446,High
39.58,145,82,3072,Critical
37.73,119,93,1779,Moderate
38.99,126,89,2236,High
40.49,159,87,2985,Critical
39.24,160,76,3159,Critical
36.42,72,96,1035,Normal
40.04,147,82,2744,Critical
36.37,87,100,1178,Normal
37.75,116,94,1459,Moderate
40.06,154,75,2909,Critical
37.89,115,92,1460,Moderate
36.98,80,96,1087,Normal
38.61,121,90,2412,High
38.25,139,90,2056,High
37.64,103,94,1708,Moderate
39.73,165,82,2862,Critical
37.61,101,94,1709,Moderate
40.32,166,75,3135,Critical
38.73,139,89,2023,High
38.59,133,90,2511,High
37.09,93,96,1255,Normal
36.07,61,98,1188,Normal
37.23,96,98,1280,Normal
37.83,119,94,1608,Moderate
40.0,154,83,2745,Critical
39.75,169,87,2720,Critical
38.32,133,90,2589,High
37.71,105,93,1684,Moderate
36.62,100,96,1103,Normal
37.63,120,93,1447,Moderate
40.05,162,81,3099,Critical
36.74,68,99,1159,Normal
37.99,105,94,1650,Moderate
38.19,137,91,2552,High
39.7,145,87,2939,Critical
37.95,101,92,1510,Moderate
38.32,121,91,2278,High
40.16,143,85,3163,Critical
37.19,64,98,982,Normal
36.94,74,99,1289,Normal
38.4,131,91,2032,High
40.2,146,77,3077,Critical
36.91,98,97,825,Normal
38.96,122,90,2049,High
38.43,135,90,2549,High
36.34,64,99,1223,Normal
37.66,103,94,1573,Moderate
37.66,105,92,1811,Moderate
38.58,139,89,2306,High
37.03,97,95,1232,Normal
38.69,129,89,2452,High
38.95,137,91,2445,High
38.59,139,89,2189,High
39.29,153,87,2861,Critical
38.34,138,91,2038,High
37.98,116,93,1574,Moderate
39.16,151,80,2724,Critical
37.66,109,94,1751,Moderate
39.98,143,85,3150,Critical
40.48,164,80,2896,Critical
37.85,116,94,1774,Moderate
37.33,99,99,1075,Normal
38.66,132,90,2231,High
37.6,103,92,1486,Moderate
37.23,60,99,1243,Normal
39.37,143,87,2726,Critical
37.24,75,96,1243,Normal
40.15,158,87,3080,Critical
40.06,152,75,2953,Critical
37.83,112,93,1896,Moderate
38.54,129,91,2109,High
37.01,99,95,864,Normal
40.43,149,82,2706,Critical
38.44,132,89,2239,High
37.12,81,98,1220,Normal
37.46,81,99,1145,Normal
40.19,148,77,3114,Critical
36.12,64,97,1296,Normal
37.44,84,100,1127,Normal
38.39,127,90,2406,High
39.67,152,86,2777,Critical
36.17,98,97,1001,Normal
37.62,111,92,1718,Moderate
40.06,168,75,2905,Critical
37.44,70,95,1068,Normal
39.38,145,82,2900,Critical
37.36,76,95,1160,Normal
38.31,140,91,2141,High
36.94,97,97,1078,Normal
40.45,153,77,2952,Critical
37.99,112,94,1468,Moderate
39.87,150,79,2706,Critical
38.43,140,90,2600,High
38.85,135,90,2464,High
38.13,136,90,2032,High
39.78,163,77,3112,Critical
37.46,84,100,1283,Normal
38.7,124,91,2342,High
39.15,156,84,2971,Critical
38.21,131,90,2340,High
39.55,147,81,2977,Critical
39.65,151,81,2970,Critical
40.27,169,79,2813,Critical
39.49,169,80,3153,Critical
37.91,105,94,1746,Moderate
36.46,63,98,1114,Normal
36.31,97,98,960,Normal
36.69,100,95,1122,Normal
40.16,168,84,2994,Critical
39.7,149,81,2909,Critical
38.16,135,90,2399,High
37.63,118,93,1877,Moderate
37.66,106,92,1642,Moderate
36.57,98,96,822,Normal
38.22,130,91,2088,High
38.42,122,89,2507,High
37.39,94,97,1220,Normal
40.21,159,88,2756,Critical
39.45,143,78,2736,Critical
38.86,132,89,2071,High
36.47,89,99,836,Normal
37.91,120,92,1422,Moderate
38.23,139,90,2195,High
38.74,121,89,2027,High
36.79,64,96,936,Normal
37.22,92,99,871,Normal
37.47,100,95,1297,Normal
39.37,164,86,3099,Critical
38.96,123,91,2310,High
37.13,90,96,1044,Normal
37.93,101,93,1642,Moderate
38.99,131,91,2576,High
36.5,91,95,1268,Normal
38.58,126,89,2383,High
36.45,95,98,1248,Normal
37.83,109,92,1761,Moderate
38.43,122,91,2035,High
39.21,141,79,3021,Critical
40.3,150,77,2867,Critical
37.31,99,99,884,Normal
38.4,134,90,2199,High
39.63,150,88,3123,Critical
38.68,133,90,2595,High
38.29,126,89,2477,High
37.39,91,96,1072,Normal
38.77,123,89,2503,High
37.61,103,94,1619,Moderate
37.76,106,93,1740,Moderate
37.07,70,97,1034,Normal
39.53,151,76,2767,Critical
37.86,112,92,1718,Moderate
36.77,65,99,1015,Normal
37.71,107,94,1623,Moderate
40.48,157,80,2941,Critical
38.99,122,91,2424,High
40.12,160,85,2954,Critical
37.89,111,94,1887,Moderate
37.29,77,100,1179,Normal
36.03,73,96,1244,Normal
38.67,138,91,2553,High
37.01,64,98,984,Normal
39.5,150,87,2974,Critical
36.04,92,96,826,Normal
38.68,140,89,2175,High
40.25,154,88,2938,Critical
37.72,103,92,1811,Moderate
38.83,131,90,2091,High
37.2,70,96,955,Normal
39.87,166,87,2723,Critical
37.99,104,92,1773,Moderate
38.4,136,90,2051,High
38.66,134,90,2055,High
37.99,102,93,1482,Moderate
37.7,106,92,1863,Moderate
36.33,73,100,1045,Normal
39.14,146,78,3177,Critical
38.91,125,90,2569,High
39.49,157,85,2840,Critical
39.76,162,82,2787,Critical
38.86,135,90,2556,High
40.44,158,80,2960,Critical
37.31,97,98,1079,Normal
37.85,110,93,1810,Moderate
36.75,85,97,1083,Normal
36.68,99,99,955,Normal
36.75,85,97,1186,Normal
38.37,138,89,2337,High
37.44,73,98,1258,Normal
37.37,76,95,1244,Normal
38.29,140,90,2237,High
38.25,121,91,2384,High
37.97,102,92,1692,Moderate
39.95,161,84,2969,Critical
37.83,114,92,1849,Moderate
36.58,82,97,1182,Normal
37.82,106,92,1405,Moderate
37.83,103,93,1671,Moderate
38.47,135,89,2292,High
38.51,135,89,2204,High
38.73,128,90,2525,High
39.42,164,87,2725,Critical
38.29,129,91,2255,High
36.22,83,97,843,Normal
36.21,88,100,946,Normal
39.14,164,82,2736,Critical
40.25,146,85,2803,Critical
39.62,147,86,2827,Critical
38.66,122,90,2319,High
36.56,69,100,1112,Normal
36.23,87,97,802,Normal
36.46,80,97,817,Normal
39.37,149,76,2781,Critical
39.61,141,75,3128,Critical
36.7,81,98,1007,Normal
37.89,112,92,1552,Moderate
37.17,68,98,886,Normal
37.68,103,94,1728,Moderate
36.69,77,96,853,Normal
38.12,122,89,2299,High
38.63,134,89,2565,High
37.69,117,93,1654,Moderate
39.99,146,78,3124,Critical
36.38,63,96,920,Normal
37.97,108,94,1875,Moderate
40.23,149,84,2735,Critical
39.81,149,80,2776,Critical
37.16,60,96,1069,Normal
38.81,139,90,2322,High
36.52,84,95,931,Normal
37.88,117,93,1888,Moderate
39.54,144,85,2874,Critical
36.26,68,98,901,Normal
36.91,90,100,1262,Normal
37.19,92,98,933,Normal
40.39,158,86,2842,Critical
37.84,110,93,1844,Moderate
37.9,114,92,1690,Moderate
36.35,98,98,1078,Normal
36.07,88,99,1293,Normal
39.69,153,82,2763,Critical
40.0,167,86,2725,Critical
39.53,162,84,2783,Critical
36.89,78,96,891,Normal
37.92,117,94,1591,Moderate
40.43,141,85,3052,Critical
36.63,80,97,992,Normal
39.58,170,76,3143,Critical
37.85,107,94,1779,Moderate
37.31,69,96,1169,Normal
39.66,147,82,3055,Critical
36.24,62,96,1176,Normal
37.9,113,94,1522,Moderate
36.78,74,98,1186,Normal
37.6,118,94,1597,Moderate
38.4,125,89,2325,High
38.7,139,90,2343,High
38.57,131,89,2590,High
36.13,100,95,1015,Normal
38.55,132,90,2453,High
37.95,111,92,1592,Moderate
37.84,113,93,1687,Moderate
37.73,119,92,1599,Moderate
37.82,109,94,1640,Moderate
37.92,112,93,1624,Moderate
37.78,114,94,1588,Moderate
37.9,114,94,1827,Moderate
40.28,169,81,3077,Critical
37.96,115,93,1671,Moderate
39.72,149,79,2938,Critical
38.28,131,89,2221,High
38.46,121,91,2116,High
38.14,121,89,2527,High
38.94,131,89,2489,High
38.19,133,90,2333,High
36.75,86,97,1238,Normal
40.25,146,83,3108,Critical
38.22,125,91,2021,High
39.57,142,80,2963,Critical
36.24,91,97,1172,Normal
36.33,71,97,835,Normal
39.71,162,75,2892,Critical
36.62,76,98,838,Normal
38.52,138,91,2039,High
38.9,138,89,2196,High
38.81,123,89,2478,High
40.09,169,87,2771,Critical
37.08,66,100,1073,Normal
39.54,142,75,2821,Critical
37.69,110,93,1566,Moderate
36.88,67,99,821,Normal
37.11,98,98,1074,Normal
37.42,62,96,963,Normal
39.45,148,84,3180,Critical
37.6,115,94,1814,Moderate
38.82,126,90,2529,High
40.48,156,81,2752,Critical
37.96,102,93,1502,Moderate
39.75,152,88,3112,Critical
38.49,131,91,2111,High
38.76,128,90,2028,High
40.03,148,85,3166,Critical
39.85,141,84,2883,Critical
40.04,148,77,2899,Critical
37.41,81,98,1162,Normal
37.99,106,92,1413,Moderate
38.32,139,89,2036,High
40.43,152,76,3037,Critical
36.77,66,95,979,Normal
38.7,135,91,2005,High
38.46,122,90,2303,High
38.89,133,91,2265,High
40.16,147,87,3152,Critical
39.41,165,88,2926,Critical
36.47,70,95,1212,Normal
40.16,141,81,3146,Critical
36.85,84,95,1197,Normal
37.92,117,93,1402,Moderate
37.69,120,92,1580,Moderate
40.19,167,88,2707,Critical
36.64,85,100,1050,Normal
37.62,105,92,1507,Moderate
37.84,111,93,1401,Moderate
39.7,159,87,3115,Critical
36.12,86,100,1099,Normal
38.95,123,89,2526,High
39.36,143,85,3034,Critical
40.22,150,81,2727,Critical
37.85,115,94,1402,Moderate
38.38,137,91,2440,High
37.4,97,97,922,Normal
39.41,166,88,3118,Critical
37.92,110,93,1524,Moderate
37.67,112,94,1758,Moderate
38.65,140,91,2472,High
36.42,64,100,1172,Normal
38.71,131,89,2022,High
40.21,164,87,2900,Critical
37.85,104,94,1416,Moderate
38.58,135,90,2001,High
37.08,69,96,1151,Normal
40.17,148,84,2998,Critical
37.73,114,94,1607,Moderate
36.49,83,97,998,Normal
37.64,117,94,1783,Moderate
37.89,109,92,1414,Moderate
38.91,127,91,2377,High
36.67,81,99,909,Normal
38.16,123,89,2157,High
39.48,148,82,3106,Critical
38.57,135,90,2272,High
36.25,72,100,1181,Normal
36.92,72,97,857,Normal
36.34,84,96,1095,Normal
39.74,159,87,2859,Critical
37.92,113,93,1638,Moderate
37.81,120,93,1451,Moderate
38.61,132,90,2052,High
40.45,144,88,2840,Critical
38.85,130,89,2314,High
37.84,102,92,1473,Moderate
39.41,143,85,3113,Critical
40.32,163,75,2910,Critical
37.06,76,99,844,Normal
36.94,88,95,953,Normal
39.6,151,87,2737,Critical
36.44,95,97,1271,Normal
38.24,134,91,2290,High
37.73,117,92,1508,Moderate
37.6,115,93,1567,Moderate
38.39,140,91,2272,High
36.34,86,98,1149,Normal
36.47,65,95,848,Normal
36.67,97,100,879,Normal
36.67,63,99,896,Normal
37.69,110,92,1707,Moderate
38.12,122,89,2218,High
36.39,79,99,1126,Normal
36.97,99,99,1245,Normal
40.27,155,88,2911,Critical
40.43,149,78,2894,Critical
38.85,131,89,2096,High
40.39,170,77,3173,Critical
38.56,121,90,2279,High
37.7,105,94,1566,Moderate
38.26,121,89,2246,High
37.07,74,100,1102,Normal
37.8,104,93,1417,Moderate
37.73,115,94,1424,Moderate
39.48,159,83,2706,Critical
36.14,72,98,942,Normal
38.64,139,91,2344,High
38.88,132,90,2577,High
37.99,119,92,1748,Moderate
36.29,91,99,1128,Normal
36.17,61,97,1195,Normal
36.67,86,100,1158,Normal
39.99,141,87,3031,Critical
38.85,129,91,2204,High
39.58,150,86,3179,Critical
37.3,68,99,848,Normal
39.66,145,80,2769,Critical
37.3,91,100,914,Normal
37.5,99,100,1041,Normal
37.11,91,95,835,Normal
39.95,149,86,2760,Critical
36.5,86,100,917,Normal
36.61,85,95,1159,Normal
37.85,106,93,1414,Moderate
36.74,63,100,1059,Normal
38.4,122,90,2104,High
38.32,140,91,2383,High
37.46,64,97,1254,Normal
38.52,121,91,2224,High
39.91,160,86,2944,Critical
38.82,135,91,2500,High
38.76,123,91,2203,High
39.59,148,80,2887,Critical
36.71,87,97,1253,Normal
37.83,114,92,1585,Moderate
39.13,156,87,2759,Critical
40.19,141,85,2792,Critical
38.64,132,90,2093,High
37.91,110,92,1625,Moderate
38.42,127,90,2439,High
37.03,89,100,1114,Normal
38.87,123,90,2194,High
38.49,122,90,2554,High
37.82,119,93,1805,Moderate
38.52,130,90,2584,High
36.52,81,100,890,Normal
38.38,132,90,2441,High
38.6,129,89,2052,High
38.15,125,91,2401,High
37.45,70,100,974,Normal
40.07,163,88,3071,Critical
39.68,158,83,3164,Critical
38.13,130,91,2459,High
40.31,158,76,3070,Critical
39.4,146,87,2982,Critical
36.77,79,99,1106,Normal
37.77,114,93,1563,Moderate
37.82,114,94,1461,Moderate
38.9,134,89,2481,High
37.79,108,93,1494,Moderate
37.68,115,92,1740,Moderate
37.73,108,92,1530,Moderate
38.29,139,91,2107,High
39.34,159,79,2949,Critical
38.85,132,89,2081,High
40.12,170,75,2827,Critical
36.36,75,97,1112,Normal
38.12,123,89,2399,High
37.14,80,96,1096,Normal
37.79,117,92,1473,Moderate
37.88,120,94,1451,Moderate
37.76,112,93,1843,Moderate
38.64,128,89,2023,High
40.29,145,86,3071,Critical
37.72,114,94,1737,Moderate
38.29,128,90,2586,High
38.27,126,89,2383,High
37.73,109,93,1814,Moderate
37.89,107,94,1594,Moderate
38.76,127,90,2366,High
38.64,127,91,2518,High
38.22,133,89,2229,High
37.92,111,93,1843,Moderate
37.37,80,95,1263,Normal
36.69,89,99,843,Normal
37.69,112,92,1757,Moderate
39.65,165,77,2909,Critical
38.52,140,90,2164,High
40.11,159,75,2837,Critical
38.8,132,90,2299,High
38.77,128,91,2023,High
37.84,120,92,1415,Moderate
37.66,118,94,1606,Moderate
37.28,93,97,830,Normal
37.83,103,92,1612,Moderate
40.02,141,79,2991,Critical
37.75,120,93,1601,Moderate
37.92,118,94,1554,Moderate
38.17,131,90,2598,High
39.62,158,87,2733,Critical
36.98,76,99,1043,Normal
39.15,158,81,2730,Critical
37.72,116,94,1894,Moderate
39.18,155,76,2843,Critical
38.32,129,90,2184,High
37.93,115,93,1717,Moderate
37.72,104,93,1618,Moderate
36.54,89,98,917,Normal
39.39,159,78,3109,Critical
36.87,89,99,886,Normal
39.44,150,75,2897,Critical
37.33,98,100,1296,Normal
36.93,99,96,1113,Normal
38.59,123,91,2429,High
40.02,147,78,3057,Critical
38.8,140,90,2107,High
37.9,116,92,1420,Moderate
37.91,118,92,1772,Moderate
38.66,127,91,2450,High
40.09,169,88,3019,Critical
38.91,133,89,2474,High
37.74,117,94,1890,Moderate
36.63,95,97,972,Normal
38.39,137,90,2466,High
39.59,164,85,2744,Critical
38.92,138,91,2069,High
38.64,138,89,2178,High
37.13,92,95,944,Normal
37.85,110,92,1513,Moderate
38.19,139,89,2337,High
38.63,129,91,2266,High
37.6,108,94,1534,Moderate
39.56,155,76,2721,Critical
37.84,104,92,1471,Moderate
37.81,116,94,1524,Moderate
36.25,61,98,1275,Normal
37.11,79,97,1039,Normal
40.23,154,75,2837,Critical
39.89,154,87,2885,Critical
38.78,131,91,2599,High
36.89,90,97,1103,Normal
37.8,107,93,1596,Moderate
36.76,68,100,938,Normal
37.61,116,92,1623,Moderate
38.87,130,90,2151,High
36.89,85,96,1219,Normal
39.17,156,81,2733,Critical
37.67,111,93,1654,Moderate
37.96,104,92,1408,Moderate
36.56,95,96,952,Normal
38.51,131,91,2140,High
40.36,164,82,3049,Critical
38.32,132,90,2405,High
37.68,107,93,1475,Moderate
40.46,145,85,2719,Critical
36.71,100,96,1253,Normal
37.76,101,92,1607,Moderate
36.97,64,100,861,Normal
37.76,111,94,1837,Moderate
36.15,85,100,1119,Normal
37.99,109,94,1634,Moderate
40.5,167,81,2959,Critical
38.99,130,90,2560,High
38.85,139,91,2365,High
37.45,78,100,1222,Normal
40.39,163,78,3025,Critical
36.78,71,96,1094,Normal
38.3,135,90,2126,High
36.83,71,98,1217,Normal
37.44,63,96,1244,Normal
36.59,92,97,1039,Normal
38.96,126,90,2489,High
37.62,114,93,1600,Moderate
37.87,114,94,1797,Moderate
39.87,170,78,2914,Critical
37.38,67,97,986,Normal
38.32,128,91,2209,High
38.99,135,91,2488,High
39.9,149,85,3012,Critical
36.79,81,99,932,Normal
37.95,107,92,1786,Moderate
38.32,122,90,2112,High
36.85,79,100,828,Normal
37.35,72,100,1158,Normal
37.13,65,99,1012,Normal
39.17,157,86,3142,Critical
